,Year,Week,Player,Position,Injury,Practice Status,Game Status
9287,2017,1,Pernell McPhee,LB,Knee,Limited Participation in Practice,Questionable
9288,2017,1,Robert Nkemdiche,DT,Lower leg,Limited Participation in Practice,Questionable
9289,2017,1,Deone Bucannon,LB,Ankle,Did Not Participate In Practice,Out
9290,2017,1,Mike Iupati,G,Tricep,Limited Participation in Practice,Questionable
9291,2017,1,Kenny Golladay,WR,Ankle,Limited Participation in Practice,Questionable
9292,2017,1,Corey Robinson,T,Foot,Limited Participation in Practice,Questionable
9293,2017,1,Ezekiel Ansah,DE,Knee,Limited Participation in Practice,Questionable
9294,2017,1,Andrew Luck,QB,Shoulder,Did Not Participate In Practice,Out
9295,2017,1,Ian Silberman,G,Back,Did Not Participate In Practice,Out
9296,2017,1,Vontae Davis,CB,Groin,Did Not Participate In Practice,Out
9297,2017,1,Chester Rogers,WR,Hamstring,Did Not Participate In Practice,Out
9298,2017,1,Ryan Kelly,C,Foot,Did Not Participate In Practice,Out
9299,2017,1,Daeshon Hall,DE,Knee,Full Participation in Practice,Questionable
9300,2017,1,Cam Newton,QB,Shoulder,Full Participation in Practice,Questionable
9301,2017,1,Jared Norris,LB,Groin,Did Not Participate In Practice,Out
9302,2017,1,Curtis Samuel,WR,Ankle,Full Participation in Practice,Questionable
9303,2017,1,Kyle Love,DT,Ankle,Full Participation in Practice,Questionable
9304,2017,1,Vernon Butler,DT,Knee,Limited Participation in Practice,Doubtful
9305,2017,1,Cole Luke,CB,Ankle,Did Not Participate In Practice,Out
9306,2017,1,Aaron Lynch,DE,Back,Limited Participation in Practice,Questionable
9307,2017,1,George Kittle,TE,Hamstring,Limited Participation in Practice,Questionable
9308,2017,1,Jimmie Ward,S,Hamstring,Limited Participation in Practice,Doubtful
9309,2017,1,Lano Hill,S,Shoulder,Limited Participation in Practice,Questionable
9310,2017,1,Tyler Lockett,WR,Knee,Full Participation in Practice,Questionable
9311,2017,1,Thomas Rawls,RB,Ankle,Full Participation in Practice,Questionable
9312,2017,1,Michael Wilhoite,LB,Lower leg,Did Not Participate In Practice,Doubtful
9313,2017,1,Frank Clark,DE,Wrist,Full Participation in Practice,Questionable
9314,2017,1,Jarran Reed,DT,Shoulder,Did Not Participate In Practice,Questionable
9315,2017,1,Richard Sherman,CB,Thigh,Did Not Participate In Practice,Questionable
9316,2017,1,Bryan Bulaga,T,Ankle,Limited Participation in Practice,Questionable
9317,2017,1,Montravius Adams,DE,Foot,Limited Participation in Practice,Out
9318,2017,1,Keenan Robinson,LB,Concussion,Did Not Participate In Practice,Out
9319,2017,1,Odell Beckham Jr.,WR,Ankle,Did Not Participate In Practice,Questionable
9320,2017,1,Anthony Hitchens,LB,Ankle,Did Not Participate In Practice,Out
9321,2017,1,Jourdan Lewis,CB,Hamstring,Limited Participation in Practice,Questionable
9322,2017,1,Stephone Anthony,LB,Ankle,Limited Participation in Practice,Questionable
9323,2017,1,Nate Stupar,LB,Hamstring,Did Not Participate In Practice,Out
9324,2017,1,Terron Armstead,T,Shoulder,Did Not Participate In Practice,Out
9325,2017,1,Tramaine Brock,CB,Groin,Limited Participation in Practice,Questionable
9326,2017,1,Danny Isidora,G,Knee,Limited Participation in Practice,Out
9327,2017,1,Jeremiah Attaochu,DE,Hamstring,Limited Participation in Practice,Questionable
9328,2017,1,Mike Williams,WR,Back,Did Not Participate In Practice,Out
9329,2017,1,Sean McGrath,TE,Knee,Limited Participation in Practice,Questionable
9330,2017,1,Dontrelle Inman,WR,Groin,Limited Participation in Practice,Questionable
9331,2017,1,Tre Boston,S,Lower leg,Limited Participation in Practice,Questionable
9332,2017,1,Zach Kerr,DT,Knee,Did Not Participate In Practice,Out
9333,2017,1,Paxton Lynch,QB,Shoulder,Did Not Participate In Practice,Out
9334,2017,1,Kyle Peko,DT,Foot,Limited Participation in Practice,Questionable
9335,2017,1,Devontae Booker,RB,Wrist,Did Not Participate In Practice,Out
9336,2017,1,Jared Crick,DE,Back,Did Not Participate In Practice,Out
9337,2017,2,Stephen Anderson,TE,Concussion,Did Not Participate In Practice,Out
9338,2017,2,Jeff Allen,G,Ankle,Did Not Participate In Practice,Out
9339,2017,2,Brian Cushing,LB,Concussion,Did Not Participate In Practice,Out
9340,2017,2,Ryan Griffin,TE,Concussion,Did Not Participate In Practice,Out
9341,2017,2,Bruce Ellington,WR,Concussion,Did Not Participate In Practice,Out
9342,2017,2,Michael Johnson,DE,Concussion,Did Not Participate In Practice,Out
9343,2017,2,Trey Hopkins,G,Knee,Did Not Participate In Practice,Out
9344,2017,2,Troy Niklas,TE,Hip,Limited Participation in Practice,Questionable
9345,2017,2,John Brown,WR,Thigh,Did Not Participate In Practice,Out
9346,2017,2,D.J. Humphries,T,Knee,Did Not Participate In Practice,Out
9347,2017,2,Jermaine Gresham,TE,Rib,Did Not Participate In Practice,Questionable
9348,2017,2,Darius Butler,S,Hamstring,Did Not Participate In Practice,Out
9349,2017,2,Antonio Morrison,LB,Elbow,Did Not Participate In Practice,Out
9350,2017,2,Anthony Walker,LB,Hamstring,Did Not Participate In Practice,Out
9351,2017,2,Ronald Darby,CB,Ankle,Did Not Participate In Practice,Out
9352,2017,2,Corey Graham,S,Hamstring,Full Participation in Practice,Questionable
9353,2017,2,Destiny Vaeao,DT,Wrist,Did Not Participate In Practice,Out
9354,2017,2,Devin McCourty,S,Groin,Limited Participation in Practice,Questionable
9355,2017,2,Dont'a Hightower,LB,Knee,Did Not Participate In Practice,Out
9356,2017,2,Marcus Cannon,T,Ankle,Limited Participation in Practice,Questionable
9357,2017,2,Danny Amendola,WR,Concussion,Did Not Participate In Practice,Out
9358,2017,2,Zach Strief,T,Knee,Did Not Participate In Practice,Out
9359,2017,2,Christian Jones,LB,Back,Limited Participation in Practice,Questionable
9360,2017,2,Deon Bush,S,Hamstring,Did Not Participate In Practice,Questionable
9361,2017,2,Benny Cunningham,RB,Ankle,Did Not Participate In Practice,Doubtful
9362,2017,2,Josh Bellamy,WR,Ankle,Limited Participation in Practice,Questionable
9363,2017,2,Leonard Floyd,LB,Back,Limited Participation in Practice,Questionable
9364,2017,2,Jordan Howard,RB,Shoulder,Limited Participation in Practice,Questionable
9365,2017,2,Devante Bond,LB,Knee,Limited Participation in Practice,Out
9366,2017,2,Johnathan Cyprien,S,Hamstring,Did Not Participate In Practice,Out
9367,2017,2,Tye Smith,CB,Hand,Did Not Participate In Practice,Out
9368,2017,2,Calvin Pryor,S,Ankle,Did Not Participate In Practice,Out
9369,2017,2,Jalen Ramsey,CB,Ankle,Did Not Participate In Practice,Questionable
9370,2017,2,T.Y. McGill,DT,Back,Did Not Participate In Practice,Out
9371,2017,2,Za'Darius Smith,LB,Knee,Did Not Participate In Practice,Out
9372,2017,2,Michael Campanaro,WR,Ankle,Limited Participation in Practice,Questionable
9373,2017,2,Anthony Barr,LB,Hamstring,Limited Participation in Practice,Questionable
9374,2017,2,Sam Bradford,QB,Knee,Limited Participation in Practice,Questionable
9375,2017,2,Xavier Rhodes,CB,Hip,Limited Participation in Practice,Questionable
9376,2017,2,Stephon Tuitt,DE,Bicep,Limited Participation in Practice,Questionable
9377,2017,2,J.J. Wilcox,S,Concussion,Limited Participation in Practice,Questionable
9378,2017,2,Vance McDonald,TE,Back,Did Not Participate In Practice,Questionable
9379,2017,2,Leonard Johnson,CB,Thigh,Limited Participation in Practice,Questionable
9380,2017,2,Jarvis Landry,WR,Knee,Limited Participation in Practice,Questionable
9381,2017,2,Rey Maualuga,LB,Hamstring,Did Not Participate In Practice,Out
9382,2017,2,Jason Verrett,CB,Knee,Did Not Participate In Practice,Out
9383,2017,2,Rayshawn Jenkins,S,Concussion,Did Not Participate In Practice,Out
9384,2017,2,Jonotthan Harrison,C,Concussion,Did Not Participate In Practice,Out
9385,2017,2,Edmond Robinson,LB,Groin,Did Not Participate In Practice,Out
9386,2017,2,Bruce Carter,LB,Ankle,Did Not Participate In Practice,Out
9387,2017,2,Eric Tomlinson,TE,Elbow,Did Not Participate In Practice,Out
9388,2017,2,Sean Smith,CB,Neck,Limited Participation in Practice,Questionable
9389,2017,2,Byron Jones,S,Groin,Limited Participation in Practice,Questionable
9390,2017,2,Terrance Williams,WR,Ankle,Limited Participation in Practice,Questionable
9391,2017,2,Orlando Scandrick,CB,Hand,Did Not Participate In Practice,Out
9392,2017,2,Anthony Hitchens,LB,Knee,Did Not Participate In Practice,Out
9393,2017,2,Ronald Leary,G,Concussion,Limited Participation in Practice,Questionable
9394,2017,2,Brendan Langley,CB,Knee,Did Not Participate In Practice,Out
9395,2017,2,Zach Kerr,DE,Knee,Limited Participation in Practice,Questionable
9396,2017,2,Darian Stewart,S,Groin,Limited Participation in Practice,Questionable
9397,2017,2,Reuben Foster,LB,Ankle,Did Not Participate In Practice,Out
9398,2017,2,Terence Garvin,LB,Shoulder,Did Not Participate In Practice,Doubtful
9399,2017,2,Richard Sherman,CB,Hamstring,Limited Participation in Practice,Questionable
9400,2017,2,Josh Doctson,WR,Hamstring,Limited Participation in Practice,Questionable
9401,2017,2,Kayvon Webster,CB,Shoulder,Limited Participation in Practice,Questionable
9402,2017,2,Jason Spriggs,T,Hamstring,Did Not Participate In Practice,Out
9403,2017,2,Ahmad Brooks,LB,Concussion,Did Not Participate In Practice,Doubtful
9404,2017,2,Mike Daniels,DT,Hip,Limited Participation in Practice,Questionable
9405,2017,2,David Bakhtiari,T,Hamstring,Limited Participation in Practice,Questionable
9406,2017,2,Montravius Adams,DT,Foot,Limited Participation in Practice,Questionable
9407,2017,2,Kentrell Brice,S,Thigh,Limited Participation in Practice,Questionable
9408,2017,2,D.J. Fluker,G,Lower leg,Did Not Participate In Practice,Questionable
9409,2017,2,B.J. Goodson,LB,Lower leg,Did Not Participate In Practice,Questionable
9410,2017,3,Malcolm Brown,RB,Hamstring,Did Not Participate In Practice,Questionable
9411,2017,3,Gerald Everett,TE,Thigh,Limited Participation in Practice,Questionable
9412,2017,3,Eric Reid,S,Knee,Did Not Participate In Practice,Out
9413,2017,3,Eli Harold,LB,Foot,Limited Participation in Practice,Questionable
9414,2017,3,Jaquiski Tartt,S,Neck,Limited Participation in Practice,Questionable
9415,2017,3,George Kittle,TE,Hip,Limited Participation in Practice,Questionable
9416,2017,3,Chris Matthews,WR,Ankle,Full Participation in Practice,Questionable
9417,2017,3,Terrance West,RB,Lower leg,Full Participation in Practice,Questionable
9418,2017,3,Brandon Williams,DT,Foot,Did Not Participate In Practice,Out
9419,2017,3,Maxx Williams,TE,Ankle,Did Not Participate In Practice,Out
9420,2017,3,Anthony Levine,S,Chest,Full Participation in Practice,Questionable
9421,2017,3,Lerentee McCray,LB,Knee,Did Not Participate In Practice,Out
9422,2017,3,Cam Robinson,T,Shoulder,Limited Participation in Practice,Questionable
9423,2017,3,Jaelen Strong,WR,Hamstring,Did Not Participate In Practice,Out
9424,2017,3,Jay Ajayi,RB,Knee,Full Participation in Practice,Questionable
9425,2017,3,DeVante Parker,WR,Ankle,Full Participation in Practice,Questionable
9426,2017,3,Jordan Phillips,DT,Ankle,Did Not Participate In Practice,Doubtful
9427,2017,3,Damien Williams,RB,Rib,Full Participation in Practice,Questionable
9428,2017,3,Brian Winters,G,Abdomen,Did Not Participate In Practice,Out
9429,2017,3,Muhammad Wilkerson,DE,Shoulder,Limited Participation in Practice,Questionable
9430,2017,3,Bennie Fowler,WR,Concussion,Limited Participation in Practice,Questionable
9431,2017,3,Garett Bolles,T,Lower leg,Limited Participation in Practice,Questionable
9432,2017,3,Cordy Glenn,T,Ankle,Did Not Participate In Practice,Out
9433,2017,3,Marcell Dareus,DT,Ankle,Did Not Participate In Practice,Out
9434,2017,3,Kwon Alexander,LB,Hamstring,Did Not Participate In Practice,Out
9435,2017,3,Brent Grimes,CB,Shoulder,Limited Participation in Practice,Questionable
9436,2017,3,Gerald McCoy,DT,Ankle,Full Participation in Practice,Questionable
9437,2017,3,Kevin Johnson,CB,Knee,Did Not Participate In Practice,Out
9438,2017,3,Brandon Dunn,DT,Knee,Limited Participation in Practice,Questionable
9439,2017,3,Stephon Gilmore,CB,Groin,Limited Participation in Practice,Questionable
9440,2017,3,Eric Rowe,CB,Groin,Limited Participation in Practice,Questionable
9441,2017,3,Elandon Roberts,LB,Hand,Limited Participation in Practice,Questionable
9442,2017,3,Rob Gronkowski,TE,Groin,Limited Participation in Practice,Questionable
9443,2017,3,Rex Burkhead,RB,Rib,Did Not Participate In Practice,Out
9444,2017,3,Phillip Dorsett,WR,Knee,Limited Participation in Practice,Questionable
9445,2017,3,Chris Hogan,WR,Knee,Limited Participation in Practice,Questionable
9446,2017,3,J.T. Thomas,LB,Groin,Did Not Participate In Practice,Out
9447,2017,3,Janoris Jenkins,CB,Ankle,Limited Participation in Practice,Questionable
9448,2017,3,Bobby Hart,T,Ankle,Did Not Participate In Practice,Out
9449,2017,3,Jaylen Watkins,S,Hamstring,Did Not Participate In Practice,Out
9450,2017,3,Rodney McLeod,S,Hamstring,Limited Participation in Practice,Questionable
9451,2017,3,Marcus Gilbert,T,Hamstring,Did Not Participate In Practice,Out
9452,2017,3,T.J. Watt,LB,Groin,Did Not Participate In Practice,Out
9453,2017,3,Josh Sitton,G,Rib,Did Not Participate In Practice,Doubtful
9454,2017,3,Tom Compton,T,Hip,Limited Participation in Practice,Questionable
9455,2017,3,Nick Kwiatkoski,LB,Chest,Did Not Participate In Practice,Out
9456,2017,3,Trey Hendrickson,DE,Knee,Limited Participation in Practice,Questionable
9457,2017,3,Marshon Lattimore,CB,Concussion,Did Not Participate In Practice,Out
9458,2017,3,Sterling Moore,CB,Chest,Did Not Participate In Practice,Out
9459,2017,3,Jeremy Cash,LB,Lower leg,Did Not Participate In Practice,Out
9460,2017,3,Ryan Kalil,C,Neck,Did Not Participate In Practice,Out
9461,2017,3,Courtney Upshaw,DE,Ankle,Did Not Participate In Practice,Out
9462,2017,3,Ryan Schraeder,T,Concussion,Did Not Participate In Practice,Out
9463,2017,3,Terron Ward,RB,Neck,Did Not Participate In Practice,Out
9464,2017,3,Vic Beasley,LB,Hamstring,Did Not Participate In Practice,Out
9465,2017,3,Joe Dahl,G,Lower leg,Limited Participation in Practice,Questionable
9466,2017,3,Tavon Wilson,S,Shoulder,Did Not Participate In Practice,Out
9467,2017,3,Dwayne Washington,RB,Thigh,Did Not Participate In Practice,Out
9468,2017,3,Travis Swanson,C,Ankle,Did Not Participate In Practice,Questionable
9469,2017,3,Jarrad Davis,LB,Concussion,Did Not Participate In Practice,Out
9470,2017,3,Sammie Coates,WR,Hamstring,Did Not Participate In Practice,Doubtful
9471,2017,3,Jamie Collins,LB,Concussion,Did Not Participate In Practice,Out
9472,2017,3,Chris Milton,CB,Hamstring,Limited Participation in Practice,Questionable
9473,2017,3,Quincy Wilson,CB,Knee,Did Not Participate In Practice,Out
9474,2017,3,Kamar Aiken,WR,Hip,Limited Participation in Practice,Questionable
9475,2017,3,Brandon Williams,TE,Lower leg,Full Participation in Practice,Questionable
9476,2017,3,Marlon Mack,RB,Shoulder,Did Not Participate In Practice,Out
9477,2017,3,Neiko Thorpe,CB,Ankle,Did Not Participate In Practice,Out
9478,2017,3,D.J. Alexander,LB,Hamstring,Did Not Participate In Practice,Questionable
9479,2017,3,Jimmy Graham,TE,Ankle,Full Participation in Practice,Questionable
9480,2017,3,DeMarco Murray,RB,Hamstring,Limited Participation in Practice,Questionable
9481,2017,3,Corey Davis,WR,Hamstring,Did Not Participate In Practice,Out
9482,2017,3,Mitch Morse,C,Foot,Did Not Participate In Practice,Out
9483,2017,3,Joe Barksdale,T,Foot,Did Not Participate In Practice,Questionable
9484,2017,3,Melvin Gordon,RB,Knee,Limited Participation in Practice,Questionable
9485,2017,3,Hayes Pullard,LB,Knee,Limited Participation in Practice,Questionable
9486,2017,3,Tyler Eifert,TE,Back,Did Not Participate In Practice,Out
9487,2017,3,Derron Smith,S,Ankle,Did Not Participate In Practice,Questionable
9488,2017,3,KeiVarae Russell,CB,Hamstring,Limited Participation in Practice,Questionable
9489,2017,3,Davon House,CB,Thigh,Did Not Participate In Practice,Doubtful
9490,2017,3,Randall Cobb,WR,Chest,Did Not Participate In Practice,Doubtful
9491,2017,3,Jordy Nelson,WR,Thigh,Full Participation in Practice,Questionable
9492,2017,3,Jake Ryan,LB,Hamstring,Did Not Participate In Practice,Doubtful
9493,2017,3,Kentrell Brice,S,Groin,Did Not Participate In Practice,Doubtful
9494,2017,3,Nick Perry,LB,Hand,Did Not Participate In Practice,Doubtful
9495,2017,3,Josh Norman,CB,Shoulder,Limited Participation in Practice,Questionable
9496,2017,3,Jordan Reed,TE,Rib,Limited Participation in Practice,Questionable
9497,2017,3,Mason Foster,LB,Shoulder,Limited Participation in Practice,Questionable
9498,2017,3,Montae Nicholson,S,Shoulder,Limited Participation in Practice,Questionable
9499,2017,3,Rob Kelley,RB,Rib,Limited Participation in Practice,Questionable
9500,2017,3,Chidobe Awuzie,CB,Hamstring,Did Not Participate In Practice,Out
9501,2017,3,Nolan Carroll,CB,Concussion,Did Not Participate In Practice,Out
9502,2017,3,Brice Butler,WR,Ankle,Limited Participation in Practice,Questionable
9503,2017,3,Stephen Paea,DT,Knee,Did Not Participate In Practice,Questionable
9504,2017,3,J.J. Nelson,WR,Hamstring,Limited Participation in Practice,Questionable
9505,2017,4,Quintin Demps,S,Arm,Did Not Participate In Practice,Out
9506,2017,4,Hroniss Grasu,C,Hand,Limited Participation in Practice,Questionable
9507,2017,4,Ben Heeney,LB,Knee,Did Not Participate In Practice,Out
9508,2017,4,Willie Snead,WR,Hamstring,Limited Participation in Practice,Questionable
9509,2017,4,Eric Smith,T,Knee,Did Not Participate In Practice,Out
9510,2017,4,Chase Allen,LB,Neck,Limited Participation in Practice,Questionable
9511,2017,4,John Denney,LS,Hamstring,Full Participation in Practice,Questionable
9512,2017,4,Jakeem Grant,WR,Ankle,Limited Participation in Practice,Questionable
9513,2017,4,Kiko Alonso,LB,Shoulder,Full Participation in Practice,Questionable
9514,2017,4,Kenny Stills,WR,Hand,Full Participation in Practice,Questionable
9515,2017,4,Isaac Asiata,G,Ankle,Full Participation in Practice,Questionable
9516,2017,4,Alterraun Verner,CB,Hamstring,Full Participation in Practice,Questionable
9517,2017,4,Curtis Samuel,WR,Back,Did Not Participate In Practice,Out
9518,2017,4,Daryl Worley,CB,Shoulder,Did Not Participate In Practice,Out
9519,2017,4,Brandon King,S,Hamstring,Limited Participation in Practice,Questionable
9520,2017,4,Mike Mitchell,S,Hamstring,Limited Participation in Practice,Questionable
9521,2017,4,Ramon Foster,G,Hand,Full Participation in Practice,Questionable
9522,2017,4,Sean Davis,S,Ankle,Limited Participation in Practice,Questionable
9523,2017,4,Benjamin Watson,TE,Lower leg,Did Not Participate In Practice,Questionable
9524,2017,4,Tashaun Gipson,S,Knee,Limited Participation in Practice,Questionable
9525,2017,4,Donald Payne,LB,Hamstring,Limited Participation in Practice,Questionable
9526,2017,4,Josh Martin,LB,Ankle,Did Not Participate In Practice,Doubtful
9527,2017,4,Matt Forte,RB,Knee,Did Not Participate In Practice,Out
9528,2017,4,Brandon Shell,T,Shoulder,Did Not Participate In Practice,Doubtful
9529,2017,4,Cordy Glenn,T,Foot,Did Not Participate In Practice,Out
9530,2017,4,Shaq Lawson,DE,Groin,Did Not Participate In Practice,Questionable
9531,2017,4,Ricardo Allen,S,Concussion,Did Not Participate In Practice,Out
9532,2017,4,Jordan Evans,LB,Hamstring,Did Not Participate In Practice,Out
9533,2017,4,Danny Shelton,DT,Lower leg,Did Not Participate In Practice,Questionable
9534,2017,4,Randall Telfer,TE,Knee,Limited Participation in Practice,Questionable
9535,2017,4,Jurrell Casey,DT,Groin,Limited Participation in Practice,Questionable
9536,2017,4,Marcus Burley,CB,Knee,Limited Participation in Practice,Questionable
9537,2017,4,Greg Mancz,C,Knee,Did Not Participate In Practice,Out
9538,2017,4,Don Carey,S,Knee,Limited Participation in Practice,Questionable
9539,2017,4,Kenny Golladay,WR,Hamstring,Did Not Participate In Practice,Questionable
9540,2017,4,Zac Kerin,G,Knee,Did Not Participate In Practice,Out
9541,2017,4,Rashod Hill,T,Knee,Did Not Participate In Practice,Questionable
9542,2017,4,John Sullivan,C,Hip,Limited Participation in Practice,Questionable
9543,2017,4,Lamarcus Joyner,S,Hamstring,Did Not Participate In Practice,Out
9544,2017,4,Cody Davis,S,Thigh,Did Not Participate In Practice,Questionable
9545,2017,4,Sean Lee,LB,Hamstring,Did Not Participate In Practice,Questionable
9546,2017,4,Kavon Frazier,S,Knee,Limited Participation in Practice,Questionable
9547,2017,4,Chaz Green,G,Hip,Did Not Participate In Practice,Questionable
9548,2017,4,Fletcher Cox,DT,Lower leg,Did Not Participate In Practice,Out
9549,2017,4,Jordan Hicks,LB,Ankle,Full Participation in Practice,Questionable
9550,2017,4,Sean McGrath,TE,Foot,Full Participation in Practice,Questionable
9551,2017,4,Jonathan Casillas,LB,Ankle,Did Not Participate In Practice,Questionable
9552,2017,4,Orleans Darkwa,RB,Back,Limited Participation in Practice,Questionable
9553,2017,4,Olivier Vernon,DE,Ankle,Limited Participation in Practice,Questionable
9554,2017,4,Brett Jones,C,Hip,Limited Participation in Practice,Questionable
9555,2017,4,Noah Spence,DE,Shoulder,Full Participation in Practice,Questionable
9556,2017,4,T.J. Ward,S,Hip,Did Not Participate In Practice,Doubtful
9557,2017,4,Lavonte David,LB,Ankle,Did Not Participate In Practice,Doubtful
9558,2017,4,Robert Ayers,DE,Knee,Full Participation in Practice,Questionable
9559,2017,4,J.R. Sweezy,G,Back,Full Participation in Practice,Questionable
9560,2017,4,Carlos Hyde,RB,Hip,Limited Participation in Practice,Questionable
9561,2017,4,Kyle Juszczyk,RB,Concussion,Limited Participation in Practice,Questionable
9562,2017,4,Brock Coyle,LB,Concussion,Limited Participation in Practice,Questionable
9563,2017,4,Jaquiski Tartt,S,Concussion,Limited Participation in Practice,Questionable
9564,2017,4,Pita Taumoepenu,DE,Ankle,Limited Participation in Practice,Questionable
9565,2017,4,Alex Boone,G,Chest,Did Not Participate In Practice,Out
9566,2017,4,Michael Crabtree,WR,Chest,Did Not Participate In Practice,Questionable
9567,2017,4,Cody Latimer,WR,Knee,Limited Participation in Practice,Questionable
9568,2017,4,Matthias Farley,S,Thigh,Did Not Participate In Practice,Questionable
9569,2017,4,Doug Baldwin,WR,Groin,Limited Participation in Practice,Questionable
9570,2017,4,C.J. Prosise,RB,Ankle,Did Not Participate In Practice,Doubtful
9571,2017,4,Will Compton,LB,Ankle,Limited Participation in Practice,Questionable
9572,2017,4,D.J. Swearinger,S,Hamstring,Did Not Participate In Practice,Questionable
9573,2017,4,Ty Nsekhe,T,Abdominal,Did Not Participate In Practice,Out
9574,2017,4,Jamison Crowder,WR,Hamstring,Limited Participation in Practice,Questionable
9575,2017,4,Dee Ford,LB,Back,Did Not Participate In Practice,Out
9576,2017,4,Kevin Pierre-Louis,LB,Groin,Limited Participation in Practice,Questionable
9577,2017,4,Eric Fisher,T,Back,Did Not Participate In Practice,Questionable
9578,2017,5,Stephon Gilmore,CB,Ankle,Limited Participation in Practice,Questionable
9579,2017,5,Elandon Roberts,LB,Ankle,Limited Participation in Practice,Questionable
9580,2017,5,Rob Gronkowski,TE,Thigh,Limited Participation in Practice,Questionable
9581,2017,5,Keith Tandy,S,Hip,Did Not Participate In Practice,Doubtful
9582,2017,5,E.J. Gaines,CB,Groin,Did Not Participate In Practice,Questionable
9583,2017,5,Micah Hyde,S,Knee,Limited Participation in Practice,Questionable
9584,2017,5,Shareece Wright,CB,Back,Limited Participation in Practice,Questionable
9585,2017,5,Ramon Humber,LB,Hand,Did Not Participate In Practice,Out
9586,2017,5,Jordan Matthews,WR,Hand,Did Not Participate In Practice,Out
9587,2017,5,Ryan Hewitt,TE,Knee,Did Not Participate In Practice,Out
9588,2017,5,Marquise Goodwin,WR,Concussion,Limited Participation in Practice,Questionable
9589,2017,5,Adrian Colbert,S,Hamstring,Did Not Participate In Practice,Out
9590,2017,5,Dekoda Watson,LB,Groin,Did Not Participate In Practice,Out
9591,2017,5,Nate Hairston,CB,Thigh,Full Participation in Practice,Out
9592,2017,5,Jack Doyle,TE,Concussion,Did Not Participate In Practice,Out
9593,2017,5,Matt Jones,RB,Knee,Did Not Participate In Practice,Doubtful
9594,2017,5,Rashaan Melvin,CB,Hamstring,Limited Participation in Practice,Questionable
9595,2017,5,Marcus Mariota,QB,Hamstring,Limited Participation in Practice,Questionable
9596,2017,5,Terrence Fede,DE,Shoulder,Full Participation in Practice,Questionable
9597,2017,5,Xavien Howard,CB,Shoulder,Full Participation in Practice,Questionable
9598,2017,5,Mike Hull,LB,Shoulder,Full Participation in Practice,Questionable
9599,2017,5,Byron Maxwell,CB,Hamstring,Full Participation in Practice,Questionable
9600,2017,5,Wendell Smallwood,RB,Knee,Did Not Participate In Practice,Questionable
9601,2017,5,Branden Oliver,RB,Hamstring,Did Not Participate In Practice,Out
9602,2017,5,Jatavis Brown,LB,Ankle,Limited Participation in Practice,Questionable
9603,2017,5,Tyrell Williams,WR,Neck,Full Participation in Practice,Questionable
9604,2017,5,Avery Moss,DE,Shoulder,Did Not Participate In Practice,Questionable
9605,2017,5,Weston Richburg,C,Concussion,Did Not Participate In Practice,Out
9606,2017,5,Paul Perkins,RB,Rib,Did Not Participate In Practice,Out
9607,2017,5,Jason Pierre-Paul,DE,Shoulder,Limited Participation in Practice,Questionable
9608,2017,5,John Jerry,G,Hamstring,Did Not Participate In Practice,Questionable
9609,2017,5,Jarrod Wilson,S,Shoulder,Limited Participation in Practice,Questionable
9610,2017,5,Marqise Lee,WR,Rib,Limited Participation in Practice,Questionable
9611,2017,5,Kony Ealy,DE,Shoulder,Did Not Participate In Practice,Out
9612,2017,5,Darryl Roberts,CB,Hamstring,Did Not Participate In Practice,Out
9613,2017,5,Juston Burris,CB,Foot,Did Not Participate In Practice,Questionable
9614,2017,5,Kenny Britt,WR,Knee,Did Not Participate In Practice,Doubtful
9615,2017,5,Julius Peppers,DE,Shoulder,Did Not Participate In Practice,Questionable
9616,2017,5,Mario Addison,DE,Knee,Limited Participation in Practice,Questionable
9617,2017,5,Kurt Coleman,S,Knee,Did Not Participate In Practice,Out
9618,2017,5,Matt Kalil,T,Groin,Did Not Participate In Practice,Questionable
9619,2017,5,Demetrious Cox,S,Ankle,Did Not Participate In Practice,Out
9620,2017,5,Haloti Ngata,DT,Shoulder,Did Not Participate In Practice,Questionable
9621,2017,5,T.J. Lang,G,Back,Did Not Participate In Practice,Questionable
9622,2017,5,Rick Wagner,T,Ankle,Limited Participation in Practice,Questionable
9623,2017,5,Tahir Whitehead,LB,Chest,Limited Participation in Practice,Questionable
9624,2017,5,Paul Worrilow,LB,Knee,Did Not Participate In Practice,Out
9625,2017,5,Jarrad Davis,LB,Neck,Limited Participation in Practice,Questionable
9626,2017,5,Jeremy Maclin,WR,Hand,Full Participation in Practice,Questionable
9627,2017,5,Jimmy Smith,CB,Lower leg,Full Participation in Practice,Questionable
9628,2017,5,Anthony Levine,S,Thigh,Full Participation in Practice,Questionable
9629,2017,5,Lardarius Webb,S,Thigh,Full Participation in Practice,Questionable
9630,2017,5,DeAndre Washington,RB,Hamstring,Limited Participation in Practice,Questionable
9631,2017,5,David Amerson,CB,Concussion,Limited Participation in Practice,Questionable
9632,2017,5,Derek Carr,QB,Back,Limited Participation in Practice,Questionable
9633,2017,5,Gabe Jackson,G,Foot,Limited Participation in Practice,Questionable
9634,2017,5,Quinton Jefferson,DT,Hand,Did Not Participate In Practice,Out
9635,2017,5,Michael Wilhoite,LB,Hamstring,Full Participation in Practice,Questionable
9636,2017,5,Jeremy Lane,CB,Groin,Did Not Participate In Practice,Doubtful
